steamfriend1,steamfriend2,relationship,friend_since
76561197960265731,76561197993255442,friend,
76561197960265731,76561197993326766,friend,
76561197960265731,76561197993632384,friend,Thu Aug  4 01:11:34 2011
76561197960265731,76561197993971913,friend,Fri Jul 28 00:10:59 2017
76561197960265731,76561197994293739,friend,Sat Jun 16 03:27:10 2012
76561197960265731,76561197994871291,friend,Sat Apr 22 19:50:49 2017
76561197960265731,76561197994894204,friend,Mon Aug  6 12:55:05 2012
76561197960265731,76561197995035454,friend,Thu Jan 12 01:42:10 2012
76561197960265731,76561197996226415,friend,Sun Sep 30 21:24:37 2012
76561197960265731,76561197997296694,friend,Fri Jul  5 13:49:29 2013
76561197960265731,76561197997491987,friend,Sat May 23 16:06:44 2009
76561197960265731,76561197997917134,friend,Fri Jul 15 20:43:15 2016
76561197960265731,76561198000175595,friend,Mon Jul 13 01:09:04 2009
76561197960265731,76561198000813202,friend,Tue Mar 12 16:22:42 2013
76561197960265731,76561198001554683,friend,Tue Mar 12 13:03:57 2013
76561197960265731,76561198001736459,friend,Thu May  2 00:15:04 2013
76561197960265731,76561198003010092,friend,Thu Aug  4 01:11:39 2011
76561197960265731,76561198005731671,friend,Wed Aug  3 13:53:49 2011
76561197960265731,76561198008486962,friend,Sat Jul  9 21:20:04 2011
76561197960265731,76561198008578134,friend,Mon Mar 23 19:58:13 2015
76561197960265731,76561198009659897,friend,Wed Jul 13 01:10:38 2011
76561197960265731,76561198009923298,friend,Fri Feb 17 18:39:01 2012
76561197960265731,76561198010062752,friend,Mon Mar  4 13:27:12 2013
76561197960265731,76561198010168695,friend,Fri Aug 14 01:22:54 2009
76561197960265731,76561198014254115,friend,Sat Oct 10 21:38:23 2009
76561197960265731,76561198014273977,friend,Thu Sep  8 16:00:18 2011
76561197960265731,76561198019599788,friend,Fri Sep 21 16:45:52 2012
76561197960265731,76561198019723141,friend,Fri Sep 23 21:24:28 2011
76561197960265731,76561198024402255,friend,Sat Jul  9 21:20:12 2011
76561197960265731,76561198028025765,friend,Tue Apr 30 16:24:57 2013
76561197960265731,76561198030888671,friend,Wed Nov 30 22:13:22 2011
76561197960265731,76561198030893215,friend,Tue Sep  4 03:06:05 2012
76561197960265731,76561198037261676,friend,Fri Apr 19 13:37:23 2013
76561197960265731,76561198038046432,friend,Sun Oct 23 11:59:39 2011
76561197960265731,76561198040900440,friend,Tue Aug 21 16:02:19 2012
76561197960265731,76561198040984261,friend,Sun Oct 16 14:08:44 2016
76561197960265731,76561198042330248,friend,Wed Jul 13 01:09:16 2011
76561197960265731,76561198043481542,friend,Mon Mar 23 19:58:56 2015
76561197960265731,76561198044183492,friend,Sun Oct 23 12:00:13 2011
76561197960265731,76561198045945967,friend,Mon Aug 29 19:17:39 2011
76561197960265731,76561198046980857,friend,Mon Aug 12 23:34:23 2013
76561197960265731,76561198046983307,friend,Thu Dec 19 14:20:06 2013
76561197960265731,76561198047201094,friend,Sun Jul 29 23:05:14 2012
76561197960265731,76561198047403302,friend,Wed Sep 30 00:47:29 2015
76561197960265731,76561198072330588,friend,Thu Mar 31 20:27:19 2016
76561197960265731,76561198078397118,friend,Mon Jan 30 02:41:51 2017
76561197960265731,76561198090691972,friend,Wed Dec  9 14:07:35 2015
76561197960265731,76561198105633837,friend,Sun Aug 12 00:02:11 2018
76561197960265731,76561198124699441,friend,Mon Feb 10 12:54:52 2014
76561197960265731,76561198146851320,friend,Sun May 10 14:07:24 2015
76561197960265731,76561198193151128,friend,Tue Oct 28 21:21:23 2014
76561197960265731,76561198279715912,friend,Sat Dec 10 19:07:47 2016
76561197960265731,76561198362504638,friend,Sun Jan 29 22:50:34 2017
76561197960265731,76561197960265738,friend,
76561197960265733,76561197960265738,friend,
76561197960265738,76561197960265740,friend,
76561197960265738,76561197960265743,friend,
76561197960265738,76561197960265744,friend,
76561197960265738,76561197960265747,friend,
76561197960265738,76561197960265749,friend,
76561197960265738,76561197960269040,friend,Wed Oct  7 03:24:12 2009
76561197960265738,76561197960276662,friend,
76561197960265738,76561197960327485,friend,
76561197960265738,76561197960434622,friend,Fri Sep 18 01:32:17 2009
76561197960265738,76561197960435530,friend,Wed Oct  7 03:31:35 2009
76561197960265738,76561197960453277,friend,
76561197960265738,76561197960464481,friend,
76561197960265738,76561197960530542,friend,
76561197960265738,76561197960549564,friend,
76561197960265738,76561197960860649,friend,Tue Jun 16 10:01:17 2015
76561197960265738,76561197961301890,friend,Thu Nov  6 14:00:26 2008
76561197960265738,76561197961731386,friend,
76561197960265738,76561197962783665,friend,Thu Jun 18 01:17:39 2015
76561197960265738,76561197962844216,friend,Thu Jun 18 13:31:11 2015
76561197960265738,76561197963156385,friend,
76561197960265738,76561197963538875,friend,
76561197960265738,76561197963819390,friend,
76561197960265738,76561197963997393,friend,Sat Jun 11 21:23:25 2011
76561197960265738,76561197965686610,friend,
76561197960265738,76561197965747447,friend,
76561197960265738,76561197967377359,friend,
76561197960265738,76561197967713982,friend,
76561197960265738,76561197967900596,friend,
76561197960265738,76561197968121676,friend,
76561197960265738,76561197968567369,friend,
76561197960265738,76561197968575517,friend,
76561197960265738,76561197969015741,friend,
76561197960265738,76561197969321754,friend,Sat Aug 27 15:07:40 2011
76561197960265738,76561197969363440,friend,
76561197960265738,76561197969393927,friend,
76561197960265738,76561197970323416,friend,Sat Apr 28 00:53:54 2012
76561197960265738,76561197970347145,friend,
76561197960265738,76561197970510942,friend,Sat Apr 28 00:53:56 2012
76561197960265738,76561197970530062,friend,Tue Nov 15 20:53:30 2011
76561197960265738,76561197970565175,friend,
76561197960265738,76561197970968871,friend,Tue Jun 16 12:30:42 2015
76561197960265738,76561197971034717,friend,
76561197960265738,76561197971292977,friend,
76561197960265738,76561197971951755,friend,
76561197960265738,76561197974593417,friend,
76561197960265738,76561197975593810,friend,
76561197960265738,76561197975866843,friend,
76561197960265738,76561197975914763,friend,
76561197960265738,76561197978165703,friend,
76561197960265738,76561197978236369,friend,
76561197960265738,76561197978266558,friend,Fri Oct 24 00:54:21 2008
76561197960265738,76561197979638118,friend,
76561197960265738,76561197982159332,friend,
76561197960265738,76561197982460133,friend,
76561197960265738,76561197983082073,friend,
76561197960265738,76561197985454791,friend,Mon Apr 13 19:04:38 2009
76561197960265738,76561197985607672,friend,Thu Oct  8 22:17:28 2009
76561197960265738,76561197987393094,friend,Sat Apr 28 00:53:58 2012
76561197960265738,76561197988042654,friend,
76561197960265738,76561197989808853,friend,Sun May 27 22:44:34 2012
76561197960265738,76561197991286853,friend,Mon Nov  9 19:08:02 2009
76561197960265738,76561197991390878,friend,Wed Jun 17 22:08:29 2015
76561197960265738,76561197991751968,friend,Thu Jun 16 10:08:42 2011
76561197960265738,76561197992681877,friend,Sun May 27 22:44:29 2012
76561197960265738,76561197997959526,friend,Thu Apr 16 06:36:17 2009
76561197960265738,76561197998287308,friend,Mon Jun 15 20:02:51 2015
76561197960265738,76561197998511283,friend,Thu Nov  7 19:58:39 2013
76561197960265738,76561198000175595,friend,Fri Nov  8 01:32:46 2013
76561197960265738,76561198004778355,friend,Mon Apr 13 18:48:53 2009
76561197960265738,76561198009741207,friend,Sat May 28 19:19:16 2011
76561197960265738,76561198010062752,friend,Sun Dec  9 23:32:07 2012
76561197960265738,76561198011941745,friend,Sat Nov  8 23:37:25 2014
76561197960265738,76561198014254115,friend,Thu Oct  8 20:42:44 2009
76561197960265738,76561198024402255,friend,Wed Mar  2 14:03:33 2011
76561197960265738,76561198028573551,friend,Sat Jul  2 23:24:23 2011
76561197960265738,76561198040900440,friend,Fri Jun  8 19:49:04 2018
76561197960265738,76561198048988244,friend,Sat Oct  6 16:06:50 2012
76561197960265738,76561198064472375,friend,Mon Jun  4 13:15:10 2012
76561197960265738,76561198064472489,friend,Mon Jun  4 13:30:14 2012
76561197960265738,76561198064514762,friend,Mon Jun  4 13:16:50 2012
76561197960265738,76561198064515306,friend,Wed May 30 19:44:30 2012
76561197960265738,76561198064516438,friend,Mon Jun  4 13:16:31 2012
76561197960265738,76561198065538643,friend,Fri Oct 30 16:25:11 2015
76561197960265738,76561198072330588,friend,Thu Jun  7 17:50:01 2018
76561197960265738,76561198143998150,friend,Mon May 30 21:21:33 2016
76561197960265738,76561198198282850,friend,Mon Jun 15 19:50:49 2015
76561197960265738,76561198288301335,friend,Wed Jun 22 01:42:25 2016
76561197960265738,76561198289032398,friend,Tue May 31 01:15:50 2016
76561197960265731,76561197960265747,friend,
76561197960265738,76561197960265747,friend,
76561197960265740,76561197960265747,friend,
76561197960265744,76561197960265747,friend,
76561197960265747,76561197960265749,friend,
76561197960265747,76561197960435530,friend,
76561197960265747,76561197960464481,friend,
76561197960265747,76561197961301890,friend,
76561197960265747,76561197963156385,friend,
76561197960265747,76561197964279229,friend,
76561197960265747,76561197964770089,friend,
76561197960265747,76561197967377359,friend,
76561197960265747,76561197968152886,friend,
76561197960265747,76561197968575517,friend,
76561197960265747,76561197968854945,friend,Mon Jul 16 14:14:05 2012
76561197960265747,76561197969400141,friend,
76561197960265747,76561197970569650,friend,
76561197960265747,76561197970732290,friend,
76561197960265747,76561197971951755,friend,
76561197960265747,76561197972868402,friend,
76561197960265747,76561197974322001,friend,
76561197960265747,76561197976734109,friend,
76561197960265747,76561197978291059,friend,
76561197960265747,76561197984485730,friend,
76561197960265747,76561197991603205,friend,
76561197960265747,76561198003675584,friend,Sun Dec 14 05:54:27 2008
76561197960265747,76561198027545469,friend,Tue Apr  9 01:10:58 2013
76561197960265747,76561198042938870,friend,Fri Feb 15 20:09:17 2013
76561197960265747,76561198046000274,friend,Fri Feb  8 21:16:02 2013
76561197960265747,76561198055354700,friend,Sun Nov 16 02:42:45 2014
76561197960265747,76561198059527137,friend,Thu Oct 20 23:59:01 2016
76561197960265747,76561198066945708,friend,Wed Jul  1 14:51:58 2015
76561197960265747,76561198070165723,friend,Thu Feb  7 22:40:29 2013
76561197960265747,76561198080320047,friend,Tue May 14 00:08:28 2013
76561197960265747,76561198083443948,friend,Fri Feb 15 19:46:27 2013
76561197960265747,76561198083480203,friend,Fri Feb  8 18:36:04 2013
76561197960265747,76561198101940298,friend,Sat Oct 24 22:37:28 2015
76561197960265747,76561198149277182,friend,Sun Mar 22 12:39:39 2015
76561197960265747,76561198152752037,friend,Sat Sep  6 21:56:28 2014
76561197960265747,76561198154463738,friend,Sat Oct 24 22:46:11 2015
76561197960265747,76561198237185514,friend,Sat Oct 24 22:43:03 2015
76561197960265747,76561198255481687,friend,Sat Oct 24 22:30:33 2015
76561197960265731,76561197960265749,friend,
76561197960265733,76561197960265749,friend,
76561197960265738,76561197960265749,friend,
76561197960265740,76561197960265749,friend,
76561197960265747,76561197960265749,friend,
76561197960265749,76561197960269040,friend,
76561197960265749,76561197960276281,friend,
76561197960265749,76561197960278366,friend,
76561197960265749,76561197960278671,friend,
76561197960265749,76561197960355467,friend,
76561197960265749,76561197960373112,friend,Mon Dec 15 16:17:36 2008
76561197960265749,76561197960383289,friend,
76561197960265749,76561197960389519,friend,
76561197960265749,76561197960399127,friend,
76561197960265749,76561197960402283,friend,
76561197960265749,76561197960423941,friend,
76561197960265749,76561197960435530,friend,
76561197960265749,76561197960446577,friend,
76561197960265749,76561197960447866,friend,Thu Dec 21 16:36:26 2017
76561197960265749,76561197960463916,friend,Fri May 27 13:38:36 2011
76561197960265749,76561197960507773,friend,Sat Aug 12 00:27:45 2017
76561197960265749,76561197960526440,friend,
76561197960265749,76561197960563532,friend,
76561197960265749,76561197960649750,friend,Mon Jun 27 12:56:07 2011
76561197960265749,76561197960680302,friend,
76561197960265749,76561197960789988,friend,
76561197960265749,76561197960860649,friend,Wed Sep 16 18:38:13 2015
76561197960265749,76561197960989173,friend,
76561197960265749,76561197961231703,friend,
76561197960265749,76561197961272955,friend,Sat Jun 23 12:39:36 2012
76561197960265749,76561197961301890,friend,
76561197960265749,76561197962313932,friend,
76561197960265749,76561197962684957,friend,Fri Sep  9 20:37:52 2016
76561197960265749,76561197962783665,friend,
76561197960265749,76561197962833771,friend,Thu Jul  2 20:08:09 2015
76561197960265749,76561197962844216,friend,
76561197960265749,76561197963962948,friend,Fri Dec 22 23:51:58 2017
76561197960265749,76561197964279229,friend,Wed Oct 28 19:03:29 2009
76561197960265749,76561197964446545,friend,Mon Nov 24 16:37:47 2008
76561197960265749,76561197965341004,friend,
76561197960265749,76561197965348559,friend,
76561197960265749,76561197965686610,friend,Fri Dec 23 02:07:07 2011
76561197960265749,76561197967377359,friend,
76561197960265749,76561197967990561,friend,
76561197960265749,76561197968052918,friend,Sat Aug 19 15:01:59 2017
76561197960265749,76561197968358189,friend,
76561197960265749,76561197968459473,friend,Thu Sep  1 17:12:28 2011
76561197960265749,76561197968575517,friend,
76561197960265749,76561197968694404,friend,Fri Dec 16 17:50:47 2011
76561197960265749,76561197969518075,friend,Mon Nov 29 17:54:21 2010
76561197960265749,76561197970280218,friend,Fri Aug 14 21:15:20 2009
76561197960265749,76561197970323416,friend,Wed Apr 28 21:48:20 2010
76561197960265749,76561197970404169,friend,Tue Nov 17 19:56:47 2009
76561197960265749,76561197970565175,friend,
76561197960265749,76561197970572119,friend,Mon Dec 28 13:30:48 2009
76561197960265749,76561197970669109,friend,Fri Dec  4 19:07:20 2015
76561197960265749,76561197970761369,friend,
76561197960265749,76561197970803850,friend,Thu Aug 31 16:18:15 2017
76561197960265749,76561197970893024,friend,
76561197960265749,76561197971238476,friend,Thu Dec 17 21:40:32 2015
76561197960265749,76561197971770762,friend,
76561197960265749,76561197971951755,friend,Fri May 22 18:27:30 2009
76561197960265749,76561197972291076,friend,Tue Jan 20 20:13:52 2015
76561197960265749,76561197972416300,friend,
76561197960265749,76561197972495328,friend,Thu Jun  7 12:46:04 2012
76561197960265749,76561197972755855,friend,Fri Sep 23 20:07:02 2016
76561197960265749,76561197972870471,friend,Mon Sep 22 13:20:08 2008
76561197960265749,76561197972903621,friend,Fri Dec 21 20:21:41 2012
76561197960265749,76561197974807412,friend,Sat Jul 25 05:15:34 2015
76561197960265749,76561197975029215,friend,
76561197960265749,76561197975724041,friend,
76561197960265749,76561197978063214,friend,Wed Aug  2 00:02:49 2017
76561197960265749,76561197978266558,friend,Thu Jun  7 12:45:37 2012
76561197960265749,76561197979187556,friend,
76561197960265749,76561197979261711,friend,Thu Nov  3 14:05:51 2011
76561197960265749,76561197980258575,friend,Fri Oct  7 14:15:15 2011
76561197960265749,76561197982261816,friend,Wed Mar  1 13:02:31 2017
76561197960265749,76561197983819387,friend,Fri Jun 15 12:59:01 2012
76561197960265749,76561197983949637,friend,Fri Dec 22 18:45:35 2017
76561197960265749,76561197984981409,friend,Mon Jul 22 13:51:46 2013
76561197960265749,76561197987393094,friend,
76561197960265749,76561197988042654,friend,Tue May  5 21:26:23 2009
76561197960265749,76561197988221501,friend,Mon Nov 12 19:28:49 2012
76561197960265749,76561197989728462,friend,Thu Jul  2 17:46:57 2015
76561197960265749,76561197991390878,friend,
76561197960265749,76561197991751968,friend,Wed Oct 28 18:44:01 2009
76561197960265749,76561197993032363,friend,Mon Aug 11 22:13:54 2014
76561197960265749,76561197993329385,friend,Thu Nov  5 12:25:04 2015
76561197960265749,76561197993404877,friend,Mon Nov 24 21:54:38 2014
76561197960265749,76561197993492943,friend,Fri Dec 22 01:44:03 2017
76561197960265749,76561197993847604,friend,Fri Aug 24 15:35:56 2012
76561197960265749,76561197995557785,friend,Fri Dec 21 20:22:13 2012
76561197960265749,76561197996336114,friend,Fri Sep  1 11:39:31 2017
76561197960265749,76561197996869097,friend,Tue Jun 21 12:39:45 2016
76561197960265749,76561197997296694,friend,Mon Dec  7 23:12:27 2009
76561197960265749,76561197998773074,friend,Wed May 29 19:59:21 2013
76561197960265749,76561198000175595,friend,Tue May  5 21:26:08 2009
76561197960265749,76561198000508115,friend,Thu Sep 17 22:13:11 2015
76561197960265749,76561198001549544,friend,Wed Aug 14 14:09:20 2013
76561197960265749,76561198002418048,friend,Wed Jan  6 21:08:30 2016
76561197960265749,76561198010062752,friend,Mon Dec 10 14:06:12 2012
76561197960265749,76561198010168695,friend,Tue Jul 28 21:27:06 2009
76561197960265749,76561198014646169,friend,Mon May 30 16:02:47 2011
76561197960265749,76561198023936575,friend,Wed Nov 23 17:14:11 2016
76561197960265749,76561198027226081,friend,Tue Jul 27 18:50:24 2010
76561197960265749,76561198032867202,friend,Thu Jan  4 19:16:01 2018
76561197960265749,76561198035001517,friend,Fri Jul 20 21:05:18 2012
76561197960265749,76561198035288254,friend,Thu Mar 24 19:44:19 2016
76561197960265749,76561198046379753,friend,Thu May  3 22:02:55 2012
76561197960265749,76561198054795180,friend,Mon Dec 19 21:21:53 2011
76561197960265749,76561198059023271,friend,Wed Aug 16 15:28:15 2017
76561197960265749,76561198087204159,friend,Fri May 17 17:59:42 2013
76561197960265749,76561198089686379,friend,Wed Apr 23 20:05:24 2014
76561197960265749,76561198106306679,friend,Tue Nov 19 14:57:52 2013
76561197960265733,76561197960268093,friend,
76561197960265942,76561197960268093,friend,
76561197960268093,76561197960271658,friend,Sun Jul 21 00:29:42 2013
76561197960268093,76561197960272635,friend,Sun Nov  8 11:05:10 2009
76561197960268093,76561197960274020,friend,
76561197960268093,76561197960274022,friend,
76561197960268093,76561197960276863,friend,
76561197960268093,76561197960278907,friend,
76561197960268093,76561197960286790,friend,
76561197960268093,76561197960306057,friend,Sat Nov 17 19:20:07 2012
76561197960268093,76561197960327087,friend,
76561197960268093,76561197960370937,friend,Mon Jun 27 21:02:55 2011
76561197960268093,76561197960386313,friend,
76561197960268093,76561197960404668,friend,
76561197960268093,76561197960410103,friend,
76561197960268093,76561197960415189,friend,Sat Jun 27 21:33:02 2009
76561197960268093,76561197960423733,friend,
76561197960268093,76561197960426926,friend,Sat Jan 21 22:05:04 2012
76561197960268093,76561197960435530,friend,Fri Aug 28 00:20:22 2009
76561197960268093,76561197960452975,friend,Wed Apr  1 21:51:31 2009
76561197960268093,76561197960464006,friend,Sun Jan 11 02:00:57 2015
76561197960268093,76561197960529298,friend,
76561197960268093,76561197960555483,friend,Sun Feb 12 00:59:22 2012
76561197960268093,76561197960572855,friend,Fri Sep  4 00:08:20 2009
76561197960268093,76561197960616516,friend,
76561197960268093,76561197960635999,friend,
76561197960268093,76561197960670870,friend,Thu May 10 20:00:18 2012
76561197960268093,76561197960682000,friend,
76561197960268093,76561197960688116,friend,
76561197960268093,76561197960711989,friend,
76561197960268093,76561197960789466,friend,Thu Nov  3 20:57:35 2016
76561197960268093,76561197960863735,friend,
76561197960268093,76561197960873337,friend,Mon Feb  7 09:51:36 2011
76561197960268093,76561197960884515,friend,Wed Jan 13 00:38:23 2010
76561197960268093,76561197960960648,friend,Fri Jan 28 04:17:12 2011
76561197960268093,76561197961011709,friend,Mon Apr 12 23:29:46 2010
76561197960268093,76561197961025895,friend,
76561197960268093,76561197961103881,friend,Thu Apr 16 20:13:55 2009
76561197960268093,76561197961147515,friend,Wed Jul 27 21:14:05 2011
76561197960268093,76561197961287018,friend,Sat Apr 10 20:02:38 2010
76561197960268093,76561197961366266,friend,
76561197960268093,76561197961412838,friend,Fri Oct  7 03:49:47 2016
76561197960268093,76561197961472844,friend,Tue Mar  3 21:55:08 2015
76561197960268093,76561197961716057,friend,Mon Jul 11 03:05:26 2011
76561197960268093,76561197961834553,friend,Fri Nov  2 01:05:34 2012
76561197960268093,76561197961915673,friend,
76561197960268093,76561197961964982,friend,Sun Oct  9 03:09:51 2016
76561197960268093,76561197962003081,friend,Thu Sep  6 19:45:03 2012
76561197960268093,76561197962067929,friend,Fri Oct  7 03:31:59 2016
76561197960268093,76561197962114486,friend,Sun Sep 13 20:51:30 2009
76561197960268093,76561197962117565,friend,Tue Jan  5 09:19:38 2010
76561197960268093,76561197962284735,friend,Sun Aug 26 23:34:00 2012
76561197960268093,76561197962584235,friend,Mon Jun 22 18:01:55 2009
76561197960268093,76561197962795616,friend,Thu Jul 30 10:43:26 2009
76561197960268093,76561197962833756,friend,
76561197960268093,76561197962843724,friend,Sun Nov  4 12:33:28 2012
76561197960268093,76561197962845430,friend,Wed Sep 26 00:20:25 2012
76561197960268093,76561197963426227,friend,Sun Sep  4 02:43:12 2011
76561197960268093,76561197963725546,friend,Thu Dec  2 01:41:54 2010
76561197960268093,76561197964090624,friend,
76561197960268093,76561197964093657,friend,Thu Oct 15 08:15:20 2009
76561197960268093,76561197964096092,friend,
76561197960268093,76561197964096537,friend,Thu May 10 23:45:16 2012
76561197960268093,76561197964102976,friend,
76561197960268093,76561197964179968,friend,Mon Dec 24 14:00:42 2012
76561197960268093,76561197964456477,friend,Mon Aug 17 20:47:09 2009
76561197960268093,76561197964554540,friend,Sun Aug 26 23:34:01 2012
76561197960268093,76561197964571070,friend,Fri Nov 16 22:49:34 2012
76561197960268093,76561197964903074,friend,Sat Dec 18 19:39:52 2010
76561197960268093,76561197964942315,friend,Thu Jun  4 19:02:18 2009
76561197960268093,76561197965107631,friend,Sat Aug 13 22:08:53 2011
76561197960268093,76561197965963287,friend,Wed Jun 15 20:10:39 2011
76561197960268093,76561197966153892,friend,Mon Feb  2 02:24:53 2009
76561197960268093,76561197966305499,friend,
76561197960268093,76561197966535974,friend,Mon Jul  4 03:57:27 2011
76561197960268093,76561197966565361,friend,Fri Jun  1 19:15:48 2012
76561197960268093,76561197966733562,friend,Fri Jan 29 15:39:50 2010
76561197960268093,76561197967162108,friend,
76561197960268093,76561197967203916,friend,Wed May  5 20:00:49 2010
76561197960268093,76561197967227013,friend,Sat Jun 12 01:45:55 2010
76561197960268093,76561197967238472,friend,
76561197960268093,76561197967318300,friend,Sat Jun 20 00:31:29 2009
76561197960268093,76561197967405052,friend,Sat Feb 21 05:14:23 2009
76561197960268093,76561197967733520,friend,Tue Apr 17 03:43:40 2012
76561197960268093,76561197968371689,friend,Thu Dec  2 01:41:55 2010
76561197960268093,76561197968459473,friend,Sun Oct 17 15:19:32 2010
76561197960268093,76561197968697741,friend,
76561197960268093,76561197968759352,friend,
76561197960268093,76561197968937277,friend,Fri Oct  2 18:50:10 2009
76561197960268093,76561197968976299,friend,Sun Sep 13 20:51:32 2009
76561197960268093,76561197969221210,friend,Sun Aug 16 11:42:31 2009
76561197960268093,76561197969249708,friend,Sat Jun 27 21:33:03 2009
76561197960268093,76561197969419576,friend,
76561197960268093,76561197969450479,friend,Wed Dec 11 00:07:41 2013
76561197960268093,76561197969860848,friend,
76561197960268093,76561197970034891,friend,Thu May 14 22:08:47 2009
76561197960268093,76561197970203761,friend,Wed Sep 29 23:02:09 2010
76561197960268093,76561197970325120,friend,Wed Mar 11 23:25:16 2009
76561197960268093,76561197970485077,friend,Fri Sep 18 16:29:54 2009
76561197960268093,76561197970503589,friend,Sun May 16 20:18:02 2010
76561197960268093,76561197970517016,friend,Sat Jul  1 01:17:00 2017
76561197960268093,76561197970539188,friend,Mon Feb 23 22:50:56 2009
76561197960268093,76561197970715080,friend,Fri Jan 14 22:47:08 2011
76561197960268093,76561197970802396,friend,Thu Sep 22 22:55:47 2011
76561197960268093,76561197970803850,friend,Fri Jan 29 15:39:49 2010
76561197960268093,76561197970805920,friend,Wed Sep 28 23:50:07 2011
76561197960268093,76561197970876512,friend,Thu Jul 30 10:43:30 2009
76561197960268093,76561197970923425,friend,
76561197960268093,76561197970983711,friend,
76561197960268093,76561197971000800,friend,Wed Jul 27 21:14:09 2011
76561197960268093,76561197971192576,friend,
76561197960268093,76561197971261589,friend,Sun Sep 13 20:51:34 2009
76561197960268093,76561197971513209,friend,Sat May 12 08:40:07 2012
76561197960268093,76561197971541003,friend,Tue Jul 12 23:43:00 2011
76561197960268093,76561197971658020,friend,Sun Jul 21 00:28:19 2013
76561197960268093,76561197971721488,friend,
76561197960268093,76561197971913461,friend,Sun Feb 15 03:21:25 2015
76561197960268093,76561197972039814,friend,Mon May 25 02:15:42 2009
76561197960268093,76561197972495328,friend,Sat May  1 22:06:01 2010
76561197960268093,76561197972510780,friend,Thu Jan 10 21:31:34 2013
76561197960268093,76561197972660591,friend,Wed Mar 14 20:33:10 2012
76561197960268093,76561197972780093,friend,
76561197960268093,76561197972915130,friend,Sun Sep 13 00:35:37 2015
76561197960268093,76561197972959640,friend,Sun May 16 18:30:15 2010
76561197960268093,76561197973020542,friend,Mon Jul  4 15:12:08 2011
76561197960268093,76561197973103367,friend,Wed Sep 29 23:02:14 2010
76561197960268093,76561197973232372,friend,Tue Mar  3 21:54:59 2015
76561197960268093,76561197974058816,friend,Sun Jul 21 00:28:45 2013
76561197960268093,76561197975226726,friend,
76561197960268093,76561197975792040,friend,Thu Apr 16 20:14:07 2009
76561197960268093,76561197976477848,friend,Fri Jun 18 14:18:29 2010
76561197960268093,76561197976624941,friend,Fri Oct  7 03:49:13 2016
76561197960268093,76561197977061311,friend,Sun Oct 28 14:09:35 2012
76561197960268093,76561197977079890,friend,Sun Jan  3 17:00:08 2010
76561197960268093,76561197977149499,friend,Mon Jun 13 21:05:31 2011
76561197960268093,76561197977756856,friend,
76561197960268093,76561197978009643,friend,
76561197960268093,76561197978111020,friend,Wed Jun 27 16:51:30 2012
76561197960268093,76561197978260682,friend,Tue Jan 18 22:27:01 2011
76561197960268093,76561197978653261,friend,Mon May 30 03:33:53 2011
76561197960268093,76561197978804610,friend,Thu Dec 23 14:54:47 2010
76561197960268093,76561197979579595,friend,
76561197960268093,76561197979932356,friend,Sat Aug 28 02:50:40 2010
76561197960268093,76561197980388693,friend,Wed Dec  2 21:15:53 2009
76561197960268093,76561197981221605,friend,
76561197960268093,76561197981256417,friend,Wed May 27 00:23:00 2009
76561197960268093,76561197982202265,friend,
76561197960268093,76561197982355893,friend,Sun Apr 24 22:22:29 2016
76561197960268093,76561197982449156,friend,Fri Jan 13 23:39:43 2012
76561197960268093,76561197983122998,friend,Sat Jul  2 21:37:40 2011
76561197960268093,76561197983805463,friend,Fri Nov 18 10:58:05 2011
76561197960268093,76561197984022398,friend,Mon Apr  6 12:16:47 2009
76561197960268093,76561197984107571,friend,Sat Nov 19 16:07:38 2011
76561197960268093,76561197984622801,friend,Sun Jan 23 17:35:53 2011
76561197960268093,76561197984674475,friend,Sat Aug 15 23:54:22 2009
76561197960268093,76561197984734596,friend,Tue May  4 12:41:35 2010
76561197960268093,76561197984736199,friend,Sat Jul  1 01:16:56 2017
76561197960268093,76561197985454791,friend,
76561197960268093,76561197985544219,friend,Wed Jul 27 21:14:07 2011
76561197960268093,76561197986237693,friend,Sun Jan 16 02:33:22 2011
76561197960268093,76561197986820644,friend,Wed Jul 27 21:14:18 2011
76561197960268093,76561197987038347,friend,Tue Jan  6 16:06:36 2009
76561197960268093,76561197987526681,friend,Sun Oct  7 13:18:03 2012
76561197960268093,76561197987819599,friend,Sat May  1 22:06:06 2010
76561197960268093,76561197987853488,friend,
76561197960268093,76561197987974646,friend,Wed May 26 11:23:50 2010
76561197960268093,76561197988052879,friend,Sun May  2 12:45:00 2010
76561197960268093,76561197988167485,friend,Fri Jul  1 22:03:03 2011
76561197960268093,76561197988426979,friend,Tue May  4 12:41:34 2010
76561197960268093,76561197988643036,friend,Tue Jan 15 23:57:08 2013
76561197960268093,76561197988790240,friend,Thu May  6 01:24:23 2010
76561197960268093,76561197988840641,friend,Tue May  3 12:41:06 2011
76561197960268093,76561197989504591,friend,Wed Mar 11 23:25:50 2009
76561197960268093,76561197989728462,friend,
76561197960268093,76561197989920388,friend,Mon Jan 24 05:45:04 2011
76561197960268093,76561197990128341,friend,
76561197960268093,76561197990191964,friend,Wed Jul 27 21:14:11 2011
76561197960268093,76561197990416387,friend,Fri Mar 13 08:35:43 2009
76561197960268093,76561197990705887,friend,Wed Mar 18 09:28:09 2009
76561197960268093,76561197990914697,friend,Wed May  5 16:17:20 2010
