steamid,personaname,profileurl,time_created,country,state,city
76561197960435530,Robin,https://steamcommunity.com/id/robinwalker/,Fri Sep 12 18:59:49 2003,United States,Washington,Bellevue
76561197960265731,EJ,https://steamcommunity.com/id/erikj/,Wed Sep 10 07:14:46 2003,United States,,
76561197960265738,Gregori,https://steamcommunity.com/id/greg/,Wed Sep 10 18:23:18 2003,United States,Washington,Seattle
76561197960265740,johnc,https://steamcommunity.com/id/johnc/,,,,
76561197960265747,LYNCHO,https://steamcommunity.com/id/scottlynch/,Wed Sep 10 20:49:05 2003,United States,Washington,
76561197960265749,EricS,https://steamcommunity.com/id/paintrain/,Wed Sep 10 21:29:16 2003,United States,Washington,Bellevue
76561197960268093,Voogru,https://steamcommunity.com/id/voogru/,Thu Sep 11 14:38:42 2003,United States,,
76561197960269040,driller,https://steamcommunity.com/id/driller/,,,,
76561197960270258,vuduuu,https://steamcommunity.com/id/vuduchild/,Fri Sep 12 02:43:30 2003,Australia,,
76561197960270457,DaAaVe,https://steamcommunity.com/id/johnsto/,Fri Sep 12 02:45:31 2003,United Kingdom (Great Britain),Greater London,
76561197960271661,OneLetter,https://steamcommunity.com/id/oneletter/,,,,
76561197960273963,KoolAidMan,https://steamcommunity.com/id/KoolAidMan/,Fri Sep 12 03:26:00 2003,United States,California,Los Angeles
76561197960274006,Don Juan Leon,https://steamcommunity.com/id/DonJuanLeon/,Fri Sep 12 03:25:20 2003,United States,Texas,San Antonio
76561197960274521,eMg enoryt *iBUYPOWER,https://steamcommunity.com/id/enoryt/,Fri Sep 12 03:31:04 2003,United States,California,
76561197960279106,ThriKreen,https://steamcommunity.com/id/thrikreen/,Fri Sep 12 04:06:22 2003,Canada,Ontario,Toronto
76561197960282696,Nexty,https://steamcommunity.com/id/nextwish/,,,,
76561197960282709,Dospac,https://steamcommunity.com/id/dospac/,Fri Sep 12 04:31:20 2003,United States,California,San Jose
76561197960299622,VomitGod,https://steamcommunity.com/id/vomitgod/,,,,
76561197960304647,sneak,https://steamcommunity.com/id/sneakycanuck/,Fri Sep 12 06:38:43 2003,Canada,Ontario,Toronto
76561197960317684,leogeo2,https://steamcommunity.com/id/leogeo2/,Fri Sep 12 07:43:31 2003,United States,New Jersey,
76561197960323774,Buck Sexington,https://steamcommunity.com/id/bucksexington/,,,,
76561197960333589,jturbonius,https://steamcommunity.com/id/lakren/,Fri Sep 12 08:51:12 2003,,,
76561197960359661,CptTrips,https://steamcommunity.com/id/cpttrips/,Fri Sep 12 10:36:36 2003,,,
76561197960389850,Mockery,https://steamcommunity.com/id/Mockery/,,,,
76561197960392503,[V101]lplasma,https://steamcommunity.com/profiles/76561197960392503/,,,,
76561197960411603,LD,https://steamcommunity.com/id/lddota/,,,,
76561197960423941,XPiñata,https://steamcommunity.com/id/ido/,,,,
76561197960434622,al,https://steamcommunity.com/id/afarnsworth/,Fri Sep 12 18:53:26 2003,United States,Washington,Bellevue
76561197960491601,Snuffles,https://steamcommunity.com/id/snuffles/,,,,
76561197960505737,[Alienware] Shrew`,https://steamcommunity.com/id/shrew/,Sat Sep 13 11:17:09 2003,,,
76561197960508417,KonG™,https://steamcommunity.com/id/derrickg/,Sat Sep 13 11:45:10 2003,United States,North Carolina,Raleigh
76561197960522471,Dr.Waffles,https://steamcommunity.com/id/DoctorWaffles/,,,,
76561197960529298,Flayra,https://steamcommunity.com/id/flayra/,Sat Sep 13 15:52:12 2003,United States,California,San Francisco
76561197960549564,Jelly,https://steamcommunity.com/profiles/76561197960549564/,Sat Sep 13 20:05:48 2003,United States,Washington,Bellevue
76561197960563532,Finol,https://steamcommunity.com/id/demomenz/,Sun Sep 14 00:39:02 2003,,,
76561197960568847,[TW]Yoshiro,https://steamcommunity.com/id/Yoshiro/,,,,
76561197960575737,BabelFish,https://steamcommunity.com/id/TheBabelFish/,,,,
76561197960691398,Fantus,https://steamcommunity.com/id/crazyinsanedan/,Mon Sep 15 00:34:17 2003,,,
76561197960789988,Smarmy,https://steamcommunity.com/id/Smarmy/,Mon Sep 15 22:58:01 2003,United States,Washington,Seattle
76561197960860649,Zoid,https://steamcommunity.com/id/zoid/,Tue Sep 16 17:02:10 2003,United States,California,Irvine
76561197960879472,[G]Astorax,https://steamcommunity.com/id/astorax/,Wed Sep 17 00:57:00 2003,United States,California,
76561197961004348,R!ghteous,https://steamcommunity.com/id/r1ghteous/,Thu Sep 18 15:47:00 2003,United States,Kansas,Wichita
76561197961016107,stultus,https://steamcommunity.com/id/stultus/,,,,
76561197961048326,Finnegan,https://steamcommunity.com/id/Finnegan/,Fri Sep 19 07:59:12 2003,United States,California,Foster City
76561197961301890,JasonM,https://steamcommunity.com/id/JasonM/,,,,
76561197961302949,apoc,https://steamcommunity.com/profiles/76561197961302949/,Tue Sep 23 14:01:46 2003,United States,Colorado,
76561197961456983,MoreCowbell,https://steamcommunity.com/id/dootman/,Fri Sep 26 23:49:51 2003,,,
76561197961493110,bbrraamm,https://steamcommunity.com/id/peris/,,,,
76561197961513395,dummy,https://steamcommunity.com/id/exdummy/,Sat Sep 27 21:12:07 2003,,,
76561197961567067,G-Mang,https://steamcommunity.com/id/g-mang/,Sun Sep 28 23:21:30 2003,United States,California,
76561197961635855,WIZARD BOSS,https://steamcommunity.com/profiles/76561197961635855/,,,,
76561197961697514,andyTHPS,https://steamcommunity.com/id/andythps/,Thu Oct  2 21:03:14 2003,United States,Texas,Houston
76561197961725694,A Seagull,https://steamcommunity.com/id/Seagull/,Fri Oct  3 17:20:54 2003,,,
76561197961903764,Colonel Christopher Blair,https://steamcommunity.com/id/solus/,Thu Oct  9 19:57:30 2003,Australia,Queensland,Brisbane
76561197961963491,ianskate,https://steamcommunity.com/id/ianskate/,Sat Oct 11 14:56:32 2003,,,
76561197961987005,AveryTingWong,https://steamcommunity.com/id/averytingwong/,Sun Oct 12 10:32:53 2003,United States,California,San Jose
76561197962095245,Abe,https://steamcommunity.com/id/Abe/,Thu Oct 16 18:54:22 2003,United States,Washington,Seattle
76561197962205142,Ix,https://steamcommunity.com/id/Scoob92660/,Tue Oct 21 17:35:53 2003,United States,California,
76561197962313932,Dave K,https://steamcommunity.com/id/them/,Sun Oct 26 02:07:13 2003,United States,Washington,Bellevue
76561197962413930,Plagman,https://steamcommunity.com/id/plagman/,Thu Oct 30 10:49:25 2003,United States,Washington,Seattle
76561197962783665,Mugsy,https://steamcommunity.com/id/mugsy/,,,,
76561197962833771,KellyT,https://steamcommunity.com/profiles/76561197962833771/,,,,
76561197962844216,JohnM,https://steamcommunity.com/id/JohnM/,,,,
76561197963562041,D3v0r,https://steamcommunity.com/id/S19U21P16E5R18/,Thu Dec 25 14:55:15 2003,Sweden,,
76561197963585314,malby,https://steamcommunity.com/id/malby/,Sat Dec 27 06:44:46 2003,Australia,Tasmania,Hobart
76561197963687679,[BIO]ThebigXer,https://steamcommunity.com/profiles/76561197963687679/,Thu Jan  1 19:42:31 2004,Canada,Alberta,Edmonton
76561197964094017,Morello,https://steamcommunity.com/id/alcoholocaust/,Sun Jan 25 00:05:27 2004,United States,California,Santa Monica
76561197964115159,Spanker,https://steamcommunity.com/profiles/76561197964115159/,Sun Jan 25 23:23:09 2004,United States,California,
76561197964165126,MrMooEar,https://steamcommunity.com/id/MrMooEar/,Thu Jan 29 03:13:34 2004,United States,Washington,Bellevue
76561197964770089,GonzoSpigot,https://steamcommunity.com/profiles/76561197964770089/,Mon Mar  1 16:55:49 2004,United States,California,
76561197964865846,crmbs,https://steamcommunity.com/id/hubris2k7/,Sat Mar  6 12:15:48 2004,United States,Virginia,Herndon
76561197965400579,BellowingSasquatch,https://steamcommunity.com/profiles/76561197965400579/,,,,
76561197965532939,McVee,https://steamcommunity.com/id/mcvee/,Sun Apr  4 08:27:50 2004,Japan,Tokyo,
76561197965576021,AOL_h4x0r_69,https://steamcommunity.com/id/tomservo/,Mon Apr  5 16:08:35 2004,United States,Utah,
76561197965640811,Fantom,https://steamcommunity.com/id/theghostwhowombles/,Thu Apr  8 09:13:20 2004,Australia,Victoria,
76561197965656609,Cyborgmatt,https://steamcommunity.com/id/cyborgmatt/,Thu Apr  8 19:56:50 2004,United Kingdom (Great Britain),,
76561197965686610,Spiraloid,https://steamcommunity.com/id/Spiraloid/,Fri Apr  9 22:18:18 2004,,,
76561197966056073,[r@ts]MeeB,https://steamcommunity.com/id/MeeB/,Fri Apr 23 15:53:53 2004,Germany,Nordrhein-Westfalen​,
76561197966089529,Sargonas,https://steamcommunity.com/id/sargonas42/,Sun Apr 25 01:07:26 2004,United States,California,Los Angeles
76561197966106312,cyzer,https://steamcommunity.com/id/cyzer/,Tue Apr 27 16:06:07 2004,Canada,Ontario,
76561197966109336,Diamonds,https://steamcommunity.com/id/Diamonds/,Tue Apr 27 20:10:01 2004,,,
76561197966589084,Lamprey,https://steamcommunity.com/id/Lamprey/,,,,
76561197966591880,Jake,https://steamcommunity.com/id/ja2ke/,Fri May 21 22:40:19 2004,,,
76561197966652320,PetMac,https://steamcommunity.com/id/peterm/,Tue May 25 09:53:10 2004,United Kingdom (Great Britain),"Edinburgh, City of",Edinburgh
76561197967027289,your mom,https://steamcommunity.com/profiles/76561197967027289/,Mon Jun 14 15:49:03 2004,,,
76561197967346751,Sunborn™,https://steamcommunity.com/id/Smogger/,,,,
76561197967377359,Hunny Boo Q,https://steamcommunity.com/id/TheQ/,,,,
76561197967454254,Pentadact,https://steamcommunity.com/id/pentadact/,Tue Jul 13 18:17:15 2004,United Kingdom (Great Britain),Bath and North East Somerset,Bath
76561197967649865,Zaun,https://steamcommunity.com/id/Zaun/,Thu Jul 22 21:18:27 2004,Canada,Ontario,Ottawa
76561197967757010,asdasdasdadasdasdasdasdasdasdasd,https://steamcommunity.com/profiles/76561197967757010/,,,,
76561197967823929,DblTap,https://steamcommunity.com/profiles/76561197967823929/,Sat Jul 31 03:49:25 2004,Australia,,
76561197968282875,Gautam ☁,https://steamcommunity.com/id/gautam/,Sun Aug 15 22:44:42 2004,United States,Washington,
76561197968304048,thekidd - looking for bunny ear,https://steamcommunity.com/id/thekidd142/,Thu Aug 19 03:04:51 2004,United States,,
76561197968343660,subacultcha,https://steamcommunity.com/id/subacultcha/,,,,
76561197968403639,jaeger›,https://steamcommunity.com/id/jaegerminor/,Fri Aug 20 19:13:24 2004,United States,Texas,Plano
76561197968411673,ChowYunCat,https://steamcommunity.com/profiles/76561197968411673/,,,,
76561197968452293,rocksockm,https://steamcommunity.com/id/rocksockm/,,,,
76561197968459473,Drunken F00l,https://steamcommunity.com/id/drunkenf00l/,Mon Aug 23 01:42:14 2004,United States,Washington,Kirkland
76561197968493120,Notch,https://steamcommunity.com/id/xnotch/,,,,
76561197968499581,SuperJeffb,https://steamcommunity.com/profiles/76561197968499581/,Tue Aug 24 19:54:15 2004,United States,Washington,Seattle
76561197968575517,Chet,https://steamcommunity.com/id/ChetFaliszek/,Sat Aug 28 03:14:34 2004,United States,Washington,Seattle
76561197968662512,Guthers,https://steamcommunity.com/id/guthers/,Fri Sep  3 00:20:10 2004,,,
76561197968887855,Sy,https://steamcommunity.com/id/cythe/,Fri Sep 10 20:05:48 2004,,,
76561197969013812,W/L/C - 7,https://steamcommunity.com/id/graeh/,Mon Sep 20 08:33:47 2004,Australia,New South Wales,Sydney
76561197969044631,Yz50,https://steamcommunity.com/id/Yz50/,,,,
76561197969204208,chrisremo,https://steamcommunity.com/id/chrisremo/,Wed Sep 29 16:50:41 2004,United States,California,San Francisco
76561197969221324,[APro] MadjackMcMad,https://steamcommunity.com/id/madjackmcmad/,Thu Sep 30 16:42:23 2004,United States,Washington,Seattle
76561197969266938,ChrisC,https://steamcommunity.com/profiles/76561197969266938/,Sat Oct  2 19:12:02 2004,United States,Washington,
76561197969363440,ScottD,https://steamcommunity.com/id/scottd/,,,,
76561197969363506,Frohman,https://steamcommunity.com/id/notmydesk/,Thu Oct  7 19:58:37 2004,United States,California,
76561197969389470,Portax,https://steamcommunity.com/id/portax/,Fri Oct  8 23:20:33 2004,United States,California,Los Angeles
76561197969400141,Grevenis,https://steamcommunity.com/profiles/76561197969400141/,Thu Oct  7 18:40:22 2004,,,
76561197969420896,mitty,https://steamcommunity.com/id/mitty/,Sat Oct  9 23:37:44 2004,,,
76561197969518075,Programmer Joe,https://steamcommunity.com/id/JoeLudwig/,Mon Oct 11 23:21:07 2004,United States,Washington,Seattle
76561197969593376,maldoror,https://steamcommunity.com/id/maldoror/,Sat Oct 16 01:07:05 2004,United States,,
76561197970125572,gs,https://steamcommunity.com/id/gs/,Sun Nov  7 01:28:10 2004,Australia,Victoria,Melbourne
76561197970166754,DaFox,https://steamcommunity.com/id/DaFox/,Mon Nov  8 23:38:08 2004,,,
76561197970188759,[FB] The Germanadian,https://steamcommunity.com/id/domq/,,,,
76561197970280218,coreyp,https://steamcommunity.com/id/kamarov/,,,,
76561197970323416,TomB,https://steamcommunity.com/id/tomqbui/,Tue Nov 16 01:35:52 2004,,,
76561197970389205,eonix,https://steamcommunity.com/id/manchild/,,,,
76561197970404169,Dallas - cAyle,https://steamcommunity.com/profiles/76561197970404169/,Tue Nov 16 12:10:37 2004,United States,,
76561197970496388,K1Bond007,https://steamcommunity.com/id/K1Bond007/,Tue Nov 16 20:10:20 2004,United States,Illinois,
76561197970498549,Agro | KritzKast,https://steamcommunity.com/id/Schmoo/,Tue Nov 16 17:17:45 2004,United Kingdom (Great Britain),"London, City of",
76561197970522250,Tacowizard,https://steamcommunity.com/id/blizzbean/,Tue Nov 16 23:38:50 2004,,,
76561197970545345,[Ht]timothy mcvane[MC],https://steamcommunity.com/profiles/76561197970545345/,Tue Nov 16 20:46:50 2004,,,
76561197970553411,STARS Golgo13,https://steamcommunity.com/id/Starsgolgo13/,,,,
76561197970565175,Alden,https://steamcommunity.com/id/alden/,Tue Nov 16 23:55:37 2004,United States,Washington,Seattle
76561197970572119,The Geek,https://steamcommunity.com/id/thegeek27/,Wed Nov 17 01:36:52 2004,United States,Washington,Kent
76561197970610844,Venguard,https://steamcommunity.com/id/Venguard/,Wed Nov 17 15:55:53 2004,Ireland,,
76561197970667119,Tumerboy,https://steamcommunity.com/profiles/76561197970667119/,,,,
76561197970792670,Sith Happens.,https://steamcommunity.com/id/LiveWorkshop/,Fri Nov 19 17:27:01 2004,United States,California,
76561197970822785,sheol,https://steamcommunity.com/id/sheold/,Fri Nov 19 17:13:16 2004,Australia,,
76561197970953718,.just.BROHAMMER,https://steamcommunity.com/id/dotSpec/,Mon Nov 22 01:55:06 2004,United States,,
76561197970968871,EricTams,https://steamcommunity.com/id/EricTams/,Sun Nov 21 17:04:06 2004,,,
76561197971025345,Jokermax,https://steamcommunity.com/id/jokermax/,,,,
76561197971042536,Yare,https://steamcommunity.com/id/yare/,Tue Nov 23 21:34:13 2004,United States,Washington,Redmond
76561197971057511,lwf,https://steamcommunity.com/id/lwf/,Tue Nov 23 14:42:31 2004,Sweden,,
76561197971085582,¯\_(ツ)_/¯ ChuckM,https://steamcommunity.com/id/driv3mefar/,Wed Nov 24 21:21:44 2004,United States,Washington,Bellevue
76561197971124276,TheFragile :3,https://steamcommunity.com/id/TheFragile/,Thu Nov 25 19:44:19 2004,,,
76561197971128200,FLOOR_MASTER,https://steamcommunity.com/id/FLOOR_MASTER/,Thu Nov 25 23:46:03 2004,United States,New York,New York
76561197971238476,(503) eXtine,https://steamcommunity.com/id/extine/,Sun Nov 28 08:36:54 2004,United States,Oregon,
76561197971332340,cman2k,https://steamcommunity.com/id/cman2k/,Tue Nov 30 22:27:05 2004,United States,California,Los Gatos
76561197971400048,Piggles ULTRAPRO,https://steamcommunity.com/id/PigglesULTRAPRO/,Thu Dec  2 20:49:25 2004,United States,Washington,
76561197971521071,ggl,https://steamcommunity.com/profiles/76561197971521071/,Sun Dec  5 01:39:54 2004,,,
76561197971596380,rickmus,https://steamcommunity.com/id/rickmus/,Tue Dec  7 22:21:49 2004,United States,Washington,Bellevue
76561197971951755,Chocolate Shotgun,https://steamcommunity.com/profiles/76561197971951755/,,,,
76561197972345559,Nuclear_Winter,https://steamcommunity.com/profiles/76561197972345559/,Sat Dec 25 12:10:02 2004,United States,Oregon,Bend
76561197972382063,BLoodSire-AA-,https://steamcommunity.com/id/Blloodsire/,Sat Dec 25 18:23:36 2004,,,
76561197972495328,ChrisK,https://steamcommunity.com/id/FireSlash/,,,,
76561197972790745,POWS,https://steamcommunity.com/id/powsters/,Sun Jan  2 21:05:41 2005,French Southern Territories,,
76561197972799883,benbot,https://steamcommunity.com/id/benjaminh/,,,,
76561197973185198,iestynne,https://steamcommunity.com/id/iestyn/,Fri Jan 14 21:07:11 2005,United States,Washington,Bellevue
76561197973639804,Mr. Rogers,https://steamcommunity.com/id/noethis/,Thu Jan 27 17:09:35 2005,United States,,
76561197973935677,MangyCarface,https://steamcommunity.com/id/mangycarface/,Sat Feb  5 18:14:13 2005,United States,,
76561197974284838,Snipergen.BE,https://steamcommunity.com/id/snipergen/,Fri Feb 18 10:16:29 2005,Belgium,Oost-Vlaanderen,Gent
76561197974616601,wm,https://steamcommunity.com/id/wmwm/,Fri Mar  4 00:08:24 2005,Australia,New South Wales,Sydney
76561197974777179,Extremer,https://steamcommunity.com/id/extremer/,Fri Mar 11 08:58:04 2005,Lithuania,,
76561197974807412,jasonb,https://steamcommunity.com/profiles/76561197974807412/,,,,
76561197975029215,Greg,https://steamcommunity.com/id/gorevidal/,,,,
76561197975724041,ariel,https://steamcommunity.com/profiles/76561197975724041/,Sun May  1 02:38:01 2005,United States,Washington,Seattle
76561197975914763,Wolpaw,https://steamcommunity.com/profiles/76561197975914763/,Thu May 12 19:41:33 2005,United States,,
76561197976244853,Right Meow,https://steamcommunity.com/id/cube7/,Wed Jun  1 20:36:29 2005,Canada,,
76561197977035150,Joggernut,https://steamcommunity.com/id/jaken/,,,,
76561197977450070,Geralt,https://steamcommunity.com/profiles/76561197977450070/,Mon Aug  8 17:39:35 2005,United States,,
76561197978181900,Psigun,https://steamcommunity.com/id/Psigun/,Sun Sep 18 16:13:32 2005,United States,Idaho,Moscow
76561197978236369,jason,https://steamcommunity.com/id/jason/,Fri Sep 23 22:52:33 2005,United States,Washington,Seattle
76561197978266558,PersonGuy,https://steamcommunity.com/id/jeepbarnett/,Sat Sep 24 02:39:17 2005,United States,Washington,Bellevue
76561197978703046,DaintyGoose ي,https://steamcommunity.com/id/thatgooseisdainty/,Mon Oct 17 05:42:12 2005,,,
76561197979187556,StupidRatCreature,https://steamcommunity.com/id/stupidratcreature/,,,,
76561197979435127,litany,https://steamcommunity.com/profiles/76561197979435127/,Mon Nov 28 21:00:52 2005,,,
76561197979480245,Dave__AC,https://steamcommunity.com/id/Dave__AC/,Thu Dec  1 23:01:28 2005,United States,Missouri,Saint Louis
76561197979536477,TecHNaSTy,https://steamcommunity.com/id/TecHNaSTy/,Sun Dec  4 21:55:33 2005,United States,New York,Levittown
76561197980388693,Über Winfrey,https://steamcommunity.com/id/Luigimariogmod/,Sun Jan 15 16:52:53 2006,United States,Texas,Liberty
76561197981291930,andreGi4NT [PUBG],https://steamcommunity.com/id/andreGiANT/,Wed Mar  1 22:47:22 2006,United States,California,Los Angeles
76561197982240193,Matty-Cakes,https://steamcommunity.com/id/mattycakes/,Sun Apr 23 23:01:02 2006,United States,North Carolina,Cary
76561197982656766,Fish,https://steamcommunity.com/id/fish641/,Tue May 16 21:19:55 2006,,,
76561197982998220,Antsy,https://steamcommunity.com/id/antsymac/,Mon Jun  5 06:46:15 2006,Canada,British Columbia,Vancouver
76561197983491300,LaCKOfAiM :{D,https://steamcommunity.com/profiles/76561197983491300/,,,,
76561197983540634,Lucky Luke,https://steamcommunity.com/id/luckyluketf2/,Tue Jul  4 08:07:58 2006,Netherlands,,
76561197983600912,Kevin,https://steamcommunity.com/id/kevinriz9r/,Fri Jul  7 12:50:46 2006,Germany,​Bayern​,Nuremberg
76561197984212648,andyn,https://steamcommunity.com/profiles/76561197984212648/,Tue Aug  8 09:46:14 2006,Antarctica,,
76561197984476370,Daimao,https://steamcommunity.com/id/madhatterdaimao/,Mon Aug 21 09:51:20 2006,Netherlands,Noord-Brabant,Helmond
76561197984734596,Nightbox,https://steamcommunity.com/id/nightbox/,Sun Sep  3 02:56:49 2006,Romania,Constanta,Constanta
76561197984834077,swaty,https://steamcommunity.com/id/swatyy/,Sun Sep 10 20:43:28 2006,United States,Connecticut,
76561197985244272,Valfaroth,https://steamcommunity.com/id/valfaroth/,Fri Sep 29 17:14:03 2006,United States,Washington,
76561197985279592,[Anet] Freyas,https://steamcommunity.com/profiles/76561197985279592/,Sun Oct  1 07:42:21 2006,,,
76561197985536977,bQttger,https://steamcommunity.com/id/bqttger/,Tue Oct 17 09:34:37 2006,Denmark,Arhus,
76561197985866466,Treythepunkid,https://steamcommunity.com/id/treythepunkid/,Mon Oct 30 13:30:26 2006,New Zealand,Bay of Islands,
76561197986695451,destro,https://steamcommunity.com/id/schwindz/,Wed Dec 13 21:39:57 2006,Canada,Quebec,Montreal
76561197987101307,Pilk,https://steamcommunity.com/id/Pilk/,Thu Dec 28 20:14:01 2006,Australia,Victoria,Melbourne
76561197987393094,nuck,https://steamcommunity.com/id/nmaggiore/,,,,
76561197988042654,SZ,https://steamcommunity.com/id/sza/,,,,
76561197988052879,Tim 'YM' Johnson,https://steamcommunity.com/id/Y_M/,Fri Feb  9 13:43:43 2007,,,
76561197988197730,carnagejohnsonTV,https://steamcommunity.com/id/carnagejohnson/,Tue Feb 13 11:24:49 2007,,,
76561197988221501,ashkan,https://steamcommunity.com/id/trashkan/,Sat Feb 17 10:30:41 2007,Sweden,Stockholms Lan,
76561197989222171,RJ,https://steamcommunity.com/id/rjackson/,Sun Apr  8 19:58:51 2007,United Kingdom (Great Britain),Manchester,
76561197989701891,Dan,https://steamcommunity.com/id/danbrink/,Fri May  4 23:59:30 2007,United States,Florida,Orlando
76561197989870485,[BIO] Finite,https://steamcommunity.com/profiles/76561197989870485/,Mon May 14 03:43:20 2007,,,
76561197990525201,brambles,https://steamcommunity.com/id/wtfbrambles/,Fri Jun 15 19:55:24 2007,United States,Washington,Seattle
76561197990739280,decap,https://steamcommunity.com/id/decapnz/,Fri Jun 22 11:46:37 2007,New Zealand,,
76561197990859622,justin,https://steamcommunity.com/id/lolimjustin/,Thu Jun 28 01:15:11 2007,,,
76561197990949369,drflammable,https://steamcommunity.com/id/DrFlammable/,,,,
76561197991390878,81,https://steamcommunity.com/id/81/,Sat Jul 21 16:30:22 2007,United States,Washington,
76561197991518342,HamSandwich,https://steamcommunity.com/id/hamsandwich/,Fri Jul 27 16:01:55 2007,Canada,Ontario,Waterloo
76561197991751968,pcoradio,https://steamcommunity.com/id/philco/,,,,
76561197991840415,Waxinlyrical,https://steamcommunity.com/id/waxinlyrical/,Tue Aug 14 12:11:16 2007,,,
76561197991885937,StatusKwoh,https://steamcommunity.com/id/ckwoh/,Thu Aug 16 13:58:48 2007,United States,California,Los Angeles
76561197991899002,AciD,https://steamcommunity.com/id/AciD/,Tue Aug 14 06:00:21 2007,Poland,Warszawa,Warsaw
76561197992107512,michael,https://steamcommunity.com/id/smurphur/,Thu Aug 23 10:23:47 2007,United States,Texas,Austin
76561197992152522,thenoid›,https://steamcommunity.com/id/noiday/,Sat Aug 25 07:02:10 2007,United States,Texas,Pasadena
76561197992219796,boyd,https://steamcommunity.com/id/cboyd/,Mon Aug 27 23:07:06 2007,United States,Washington,
76561197992295963,[Blizz] eMo,https://steamcommunity.com/id/adayoner/,Sun Sep  2 18:17:35 2007,United States,,
76561197992459511,dunc,https://steamcommunity.com/id/duncs/,,,,
76561197992508821,Mardegun,https://steamcommunity.com/profiles/76561197992508821/,Tue Sep 11 18:02:40 2007,,,
76561197992577188,ele,https://steamcommunity.com/id/elem/,Wed Sep 12 07:48:37 2007,Australia,,
76561197992594628,Drakka,https://steamcommunity.com/id/drakka123/,,,,
76561197992720132,newby,https://steamcommunity.com/profiles/76561197992720132/,,,,
76561197992765734,randy,https://steamcommunity.com/id/blackymonster/,Thu Sep 20 00:06:53 2007,United States,New York,
76561197992927490,Theodox,https://steamcommunity.com/profiles/76561197992927490/,Wed Sep 26 21:06:20 2007,United States,,
76561197993345099,Xevo,https://steamcommunity.com/id/Xevo1979/,Sun Oct 14 17:24:20 2007,United States,,
76561197993426087,Nonsense,https://steamcommunity.com/id/nonsense89/,Wed Oct 17 15:29:10 2007,United States,,
76561197993552969,Larolaro,https://steamcommunity.com/id/larolaro/,Sun Oct 21 12:14:49 2007,United Kingdom (Great Britain),,
76561197993620247,Mr. Mookie,https://steamcommunity.com/id/mrmookie/,Tue Oct 23 23:09:33 2007,,,
76561197993630232,Mosse,https://steamcommunity.com/profiles/76561197993630232/,Mon Oct 22 07:46:09 2007,Finland,,
76561197993751379,Rob,https://steamcommunity.com/id/d2frob/,Sun Oct 28 12:32:47 2007,United Kingdom (Great Britain),,
76561197994206792,Cool Hand Zippy,https://steamcommunity.com/id/coolhandzippy/,Tue Nov 13 03:46:56 2007,New Zealand,,
76561197994223774,tasteekakes,https://steamcommunity.com/id/tasteekakes/,Tue Nov 13 20:20:44 2007,United States,California,San Francisco
76561197994242870,flame,https://steamcommunity.com/id/mattrod/,Wed Nov 14 18:44:27 2007,United States,New Jersey,
76561197994359533,AG| Nahanni,https://steamcommunity.com/id/nahanni/,Thu Nov 22 00:39:42 2007,Canada,British Columbia,Vancouver
76561197994365894,cerious,https://steamcommunity.com/id/cerious/,Tue Nov 20 00:21:47 2007,United States,Oregon,Aloha
76561197994871291,T_Vidotto,https://steamcommunity.com/id/tvidotto/,Thu Dec 13 22:15:54 2007,Brazil,,
76561197994894204,-TOO- Merkaba,https://steamcommunity.com/id/TOOMerkaba/,Wed Dec 12 22:06:12 2007,,,
76561197995035454,clownshoes,https://steamcommunity.com/profiles/76561197995035454/,,,,
76561197995390971,checker (test주🦑),https://steamcommunity.com/id/chrishecker/,Mon Dec 31 07:05:17 2007,,,
76561197995557785,Bank,https://steamcommunity.com/id/banktistuta/,,,,
76561197995620521,zpq,https://steamcommunity.com/id/zpqrei/,Tue Jan  8 12:02:17 2008,United Kingdom (Great Britain),Herefordshire,Hereford
76561197996055531,Chemical Alia,https://steamcommunity.com/id/chemicalalia/,Thu Jan 24 23:27:32 2008,United States,Pennsylvania,Easton
76561197996226415,2dg,https://steamcommunity.com/profiles/76561197996226415/,Thu Jan 31 15:55:25 2008,United Kingdom (Great Britain),,
76561197996599994,Hideous,https://steamcommunity.com/id/hideous/,Thu Feb 14 10:31:54 2008,Sweden,Vastra Gotaland,Falkoping
76561197997296694,Chris Hitch¯\_(ツ)_/¯ens,https://steamcommunity.com/profiles/76561197997296694/,,,,
76561197997374662,lopert-,https://steamcommunity.com/id/Lopert/,Mon Mar 17 18:31:08 2008,Canada,Ontario,Ottawa
76561197997412731,Sheever,https://steamcommunity.com/profiles/76561197997412731/,Fri Mar 21 08:58:35 2008,Netherlands,Zuid-Holland,The Hague
76561197997491987,nine,https://steamcommunity.com/id/nineaxis/,Mon Mar 24 07:17:18 2008,United States,Texas,Austin
76561197997640852,xX_KU$HMA$TA420_Xx,https://steamcommunity.com/id/himmelstoss/,Fri Mar 28 18:42:36 2008,United States,California,Berkeley
76561197997728531,Kutta,https://steamcommunity.com/id/kutta/,,,,
76561197998048607,мarco.,https://steamcommunity.com/id/soofly/,Fri Apr 18 18:46:52 2008,Germany,​Bayern​,Nuremberg
76561197998113407,Spetch,https://steamcommunity.com/profiles/76561197998113407/,Mon Apr 21 13:47:53 2008,,,
76561197998287308,Jonathan,https://steamcommunity.com/id/meowninja/,Mon Apr 28 04:27:59 2008,United States,,
